0,0,170
0,1,180
0,2,164
0,3,158
0,4,178
0,5,158
0,6,57629
0,7,53677
0,8,60385
0,9,55432
0,10,55458
0,11,60229
0,12,57551
0,13,52949
0,14,55575
0,15,52988
0,16,57226
0,17,52013
0,18,51896
0,19,178
0,20,162
0,21,168
0,22,154
0,23,160
1,0,176
1,1,158
1,2,176
1,3,154
1,4,172
1,5,176
1,6,49569
1,7,54535
1,8,51493
1,9,53469
1,10,57824
1,11,57551
1,12,54873
1,13,53274
1,14,54964
1,15,61659
1,16,55835
1,17,57889
1,18,57317
1,19,162
1,20,164
1,21,156
1,22,186
1,23,162
2,0,158
2,1,160
2,2,190
2,3,164
2,4,156
2,5,154
2,6,57590
2,7,51740
2,8,56147
2,9,53482
2,10,49595
2,11,54353
2,12,57473
2,13,52364
2,14,52429
2,15,52676
2,16,56264
2,17,56706
2,18,52260
2,19,156
2,20,160
2,21,162
2,22,172
2,23,182
3,0,182
3,1,174
3,2,180
3,3,188
3,4,166
3,5,168
3,6,60606
3,7,51818
3,8,57655
3,9,59202
3,10,57135
3,11,49842
3,12,50076
3,13,55185
3,14,53378
3,15,53027
3,16,59878
3,17,49725
3,18,53261
3,19,158
3,20,186
3,21,180
3,22,164
3,23,162
4,0,168
4,1,162
4,2,182
4,3,156
4,4,172
4,5,180
4,6,50193
4,7,55848
4,8,50661
4,9,58656
4,10,51155
4,11,59150
4,12,51623
4,13,50141
4,14,55172
4,15,60580
4,16,61347
4,17,57096
4,18,61321
4,19,176
4,20,158
4,21,156
4,22,164
4,23,184
5,0,168
5,1,174
5,2,156
5,3,152
5,4,158
5,5,160
5,6,52520
5,7,57304
5,8,57343
5,9,54106
5,10,52273
5,11,49439
5,12,60580
5,13,54197
5,14,50531
5,15,56407
5,16,60619
5,17,54639
5,18,50518
5,19,156
5,20,186
5,21,184
5,22,166
5,23,170
6,0,170
6,1,174
6,2,166
6,3,174
6,4,170
6,5,182
6,6,61048
6,7,57642
6,8,61152
6,9,56199
6,10,56069
6,11,55549
6,12,50258
6,13,52195
6,14,53339
6,15,58721
6,16,58058
6,17,59722
6,18,51636
6,19,176
6,20,180
6,21,172
6,22,184
6,23,152
7,0,168
7,1,178
7,2,178
7,3,158
7,4,162
7,5,158
7,6,59033
7,7,50063
7,8,61256
7,9,54236
7,10,50531
7,11,52585
7,12,52195
7,13,55562
7,14,60008
7,15,58812
7,16,59787
7,17,54704
7,18,59904
7,19,166
7,20,180
7,21,158
7,22,172
7,23,184
8,0,164
8,1,188
8,2,162
8,3,172
8,4,172
8,5,152
8,6,59488
8,7,61633
8,8,51025
8,9,51597
8,10,52026
8,11,50011
8,12,55445
8,13,52559
8,14,54119
8,15,60281
8,16,53508
8,17,55185
8,18,58240
8,19,174
8,20,168
8,21,186
8,22,188
8,23,170
9,0,172
9,1,174
9,2,186
9,3,156
9,4,174
9,5,162
9,6,50869
9,7,53300
9,8,50063
9,9,56329
9,10,59033
9,11,57434
9,12,50076
9,13,54132
9,14,56524
9,15,61581
9,16,54847
9,17,57538
9,18,54392
9,19,168
9,20,170
9,21,162
9,22,160
9,23,172
10,0,188
10,1,156
10,2,156
10,3,172
10,4,186
10,5,180
10,6,60333
10,7,56212
10,8,56602
10,9,61620
10,10,61490
10,11,59228
10,12,53404
10,13,55549
10,14,60918
10,15,58591
10,16,54899
10,17,59150
10,18,51857
10,19,152
10,20,166
10,21,188
10,22,160
10,23,188
11,0,178
11,1,174
11,2,168
11,3,180
11,4,170
11,5,178
11,6,58578
11,7,50076
11,8,50661
11,9,61178
11,10,55835
11,11,51376
11,12,53859
11,13,57616
11,14,53599
11,15,51272
11,16,53911
11,17,51597
11,18,60658
11,19,178
11,20,158
11,21,182
11,22,160
11,23,186
12,0,152
12,1,160
12,2,176
12,3,172
12,4,188
12,5,164
12,6,60138
12,7,58617
12,8,52468
12,9,56823
12,10,55484
12,11,53976
12,12,60229
12,13,56771
12,14,53131
12,15,57889
12,16,57928
12,17,55055
12,18,54743
12,19,172
12,20,162
12,21,168
12,22,174
12,23,166
13,0,154
13,1,162
13,2,172
13,3,182
13,4,166
13,5,156
13,6,55952
13,7,61100
13,8,57200
13,9,55094
13,10,51402
13,11,58825
13,12,56095
13,13,56888
13,14,59813
13,15,52299
13,16,54834
13,17,56160
13,18,53443
13,19,158
13,20,160
13,21,186
13,22,166
13,23,166
14,0,172
14,1,168
14,2,158
14,3,188
14,4,168
14,5,166
14,6,59163
14,7,59176
14,8,58500
14,9,56017
14,10,53716
14,11,57135
14,12,59241
14,13,56329
14,14,57330
14,15,57291
14,16,60723
14,17,51077
14,18,55198
14,19,178
14,20,178
14,21,154
14,22,182
14,23,160
15,0,184
15,1,174
15,2,188
15,3,158
15,4,188
15,5,156
15,6,55094
15,7,56927
15,8,55276
15,9,58903
15,10,61360
15,11,49686
15,12,52858
15,13,56199
15,14,57434
15,15,61594
15,16,53430
15,17,58032
15,18,59137
15,19,162
15,20,186
15,21,164
15,22,178
15,23,152
16,0,164
16,1,180
16,2,182
16,3,158
16,4,190
16,5,166
16,6,61360
16,7,55770
16,8,51506
16,9,53898
16,10,49933
16,11,60398
16,12,57720
16,13,51844
16,14,53625
16,15,56446
16,16,61256
16,17,50375
16,18,57421
16,19,168
16,20,168
16,21,178
16,22,176
16,23,182
17,0,178
17,1,176
17,2,164
17,3,160
17,4,182
17,5,172
17,6,53547
17,7,60827
17,8,58071
17,9,59865
17,10,51493
17,11,56966
17,12,58968
17,13,54834
17,14,53170
17,15,57733
17,16,60164
17,17,61737
17,18,59371
17,19,188
17,20,168
17,21,174
17,22,152
17,23,156
18,0,156
18,1,170
18,2,188
18,3,174
18,4,166
18,5,176
18,6,55146
18,7,54652
18,8,59995
18,9,60112
18,10,53092
18,11,53300
18,12,59891
18,13,54028
18,14,60593
18,15,60658
18,16,58721
18,17,60658
18,18,60736
18,19,172
18,20,156
18,21,188
18,22,184
18,23,174
19,0,1510
19,1,1572
19,2,1374
19,3,1468
19,4,1330
19,5,1428
19,6,496704
19,7,435656
19,8,504504
19,9,507208
19,10,446992
19,11,507000
19,12,494312
19,13,437840
19,14,505128
19,15,518232
19,16,446576
19,17,470912
19,18,519688
19,19,1546
19,20,1386
19,21,1552
19,22,1470
19,23,1596
20,0,1288
20,1,1284
20,2,1540
20,3,1352
20,4,1438
20,5,1402
20,6,473096
20,7,483808
20,8,426712
20,9,431704
20,10,448864
20,11,417872
20,12,437528
20,13,435552
20,14,480896
20,15,430248
20,16,491920
20,17,455312
20,18,430560
20,19,1310
20,20,1354
20,21,1296
20,22,1504
20,23,1568
21,0,184
21,1,166
21,2,154
21,3,182
21,4,170
21,5,164
21,6,53456
21,7,57564
21,8,50245
21,9,58019
21,10,54015
21,11,59176
21,12,61464
21,13,56498
21,14,60047
21,15,50726
21,16,51948
21,17,51935
21,18,57941
21,19,158
21,20,178
21,21,180
21,22,168
21,23,170
22,0,0
22,1,0
22,2,0
22,3,0
22,4,0
22,5,0
22,6,0
22,7,0
22,8,0
22,9,0
22,10,0
22,11,0
22,12,0
22,13,0
22,14,0
22,15,0
22,16,0
22,17,0
22,18,0
22,19,0
22,20,0
22,21,0
22,22,0
22,23,0
23,0,0
23,1,0
23,2,0
23,3,0
23,4,0
23,5,0
23,6,0
23,7,0
23,8,0
23,9,0
23,10,0
23,11,0
23,12,0
23,13,0
23,14,0
23,15,0
23,16,0
23,17,0
23,18,0
23,19,0
23,20,0
23,21,0
23,22,0
23,23,0
24,0,0
24,1,0
24,2,0
24,3,0
24,4,0
24,5,0
24,6,0
24,7,0
24,8,0
24,9,0
24,10,0
24,11,0
24,12,0
24,13,0
24,14,0
24,15,0
24,16,0
24,17,0
24,18,0
24,19,0
24,20,0
24,21,0
24,22,0
24,23,0
25,0,0
25,1,0
25,2,0
25,3,0
25,4,0
25,5,0
25,6,0
25,7,0
25,8,0
25,9,0
25,10,0
25,11,0
25,12,0
25,13,0
25,14,0
25,15,0
25,16,0
25,17,0
25,18,0
25,19,0
25,20,0
25,21,0
25,22,0
25,23,0
26,0,0
26,1,0
26,2,0
26,3,0
26,4,0
26,5,0
26,6,0
26,7,0
26,8,0
26,9,0
